E3,Magnitude,.draw,PC1,PC2
1.133,0.9206006384186844,4,-5.009484542044119,0.2621685140266121
1.342,1.0791524763115574,4,-5.009484542044119,0.2621685140266121
1.465,1.1607552462242459,4,-5.009484542044119,0.2621685140266121
1.472,1.165124811201361,4,-5.009484542044119,0.2621685140266121
2.086,1.4451160974240569,4,-5.009484542044119,0.2621685140266121
2.367,1.5226975330841597,4,-5.009484542044119,0.2621685140266121
-1.917,0.6642203009249845,5,-1.5022436418734015,5.126424384497029
-1.724,0.35024783143024574,5,-1.5022436418734015,5.126424384497029
-1.426,-0.07821766700564564,5,-1.5022436418734015,5.126424384497029
-1.119,-0.3782687946289658,5,-1.5022436418734015,5.126424384497029
-1.015,-0.4381585074448158,5,-1.5022436418734015,5.126424384497029
-0.935,-0.46807518174463014,5,-1.5022436418734015,5.126424384497029
-0.927,-0.4702616951433862,5,-1.5022436418734015,5.126424384497029
-0.807,-0.4851607862025752,5,-1.5022436418734015,5.126424384497029
-0.803,-0.4850788289632834,5,-1.5022436418734015,5.126424384497029
-0.803,-0.4850788289632834,5,-1.5022436418734015,5.126424384497029
-0.793,-0.4847112600159725,5,-1.5022436418734015,5.126424384497029
-0.702,-0.4713011026961676,5,-1.5022436418734015,5.126424384497029
-0.576,-0.42707351485178285,5,-1.5022436418734015,5.126424384497029
-0.455,-0.36376112328313387,5,-1.5022436418734015,5.126424384497029
-0.432,-0.35012201531659126,5,-1.5022436418734015,5.126424384497029
-0.265,-0.24365523320791185,5,-1.5022436418734015,5.126424384497029
-0.262,-0.241701616388517,5,-1.5022436418734015,5.126424384497029
-0.182,-0.19039411732758696,5,-1.5022436418734015,5.126424384497029
-0.178,-0.18789196747380765,5,-1.5022436418734015,5.126424384497029
-0.021,-0.09853267782802802,5,-1.5022436418734015,5.126424384497029
-0.015,-0.09555810668459282,5,-1.5022436418734015,5.126424384497029
0.047,-0.06721575682962388,5,-1.5022436418734015,5.126424384497029
0.055,-0.06389100277936037,5,-1.5022436418734015,5.126424384497029
0.195,-0.019092857468555102,5,-1.5022436418734015,5.126424384497029
